City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
220,Verkh-Usugli,RU,2022-06-17 01:48:32,52.7,115.1667,76.08,33,74,1.77,broken clouds
221,Kwinana,AU,2022-06-17 01:48:32,-32.25,115.7667,67.23,87,12,8.99,light rain
222,Mount Darwin,ZW,2022-06-17 01:48:32,-16.7725,31.5838,52.29,92,0,2.55,clear sky
223,Ust-Tsilma,RU,2022-06-17 01:48:33,65.441,52.1498,60.51,77,100,5.28,overcast clouds
224,Tombouctou,ML,2022-06-17 01:44:37,20.0,-3.0,84.83,46,97,7.34,overcast clouds
225,Awjilah,LY,2022-06-17 01:43:13,29.1081,21.2869,77.54,40,1,13.15,clear sky
226,Hobyo,SO,2022-06-17 01:44:50,5.3505,48.5268,78.1,84,100,20.96,overcast clouds
227,Puerto Escondido,MX,2022-06-17 01:43:23,15.85,-97.0667,79.63,65,100,6.91,overcast clouds
228,Hurghada,EG,2022-06-17 01:47:41,27.2574,33.8129,82.44,44,0,20.71,clear sky
229,Touros,BR,2022-06-17 01:43:30,-5.1989,-35.4608,72.93,82,32,9.46,scattered clouds
230,Quatre Cocos,MU,2022-06-17 01:45:42,-20.2078,57.7625,70.09,73,1,7.16,clear sky
231,Cognac,FR,2022-06-17 01:48:34,45.5,-0.25,73.0,53,0,2.3,clear sky
232,Biratnagar,NP,2022-06-17 01:48:35,26.4831,87.2834,79.88,85,80,9.31,broken clouds
233,Camacari,BR,2022-06-17 01:48:35,-12.6975,-38.3242,78.57,79,62,5.26,broken clouds
234,Garowe,SO,2022-06-17 01:48:35,8.4054,48.4845,75.87,63,100,20.11,overcast clouds
235,Paamiut,GL,2022-06-17 01:48:36,61.994,-49.6678,38.57,73,100,17.13,overcast clouds
236,Iqaluit,CA,2022-06-17 01:38:54,63.7506,-68.5145,37.13,64,75,19.57,broken clouds
237,Springbok,ZA,2022-06-17 01:48:36,-29.6643,17.8865,49.98,34,46,5.64,scattered clouds
238,Kahului,US,2022-06-17 01:40:06,20.8947,-156.47,84.22,64,40,20.71,scattered clouds
239,Defiance,US,2022-06-17 01:48:37,41.3334,-84.45,89.58,31,0,9.22,clear sky
240,Sarakhs,IR,2022-06-17 01:48:38,36.5449,61.1577,80.74,39,3,4.61,clear sky
241,Itarema,BR,2022-06-17 01:48:38,-2.9248,-39.9167,75.36,84,16,9.86,few clouds
242,Jatiroto,ID,2022-06-17 01:48:38,-7.8833,111.1167,80.96,76,35,1.43,scattered clouds
243,Saint George,US,2022-06-17 01:43:50,37.1041,-113.5841,104.59,5,0,20.71,clear sky
244,Poum,NC,2022-06-17 01:42:50,-20.2333,164.0167,79.23,80,100,14.97,moderate rain
245,Salinopolis,BR,2022-06-17 01:42:36,-0.6136,-47.3561,77.76,82,93,7.63,overcast clouds
246,Sovetskiy,RU,2022-06-17 01:48:39,61.3614,63.5842,64.29,47,11,5.37,few clouds
247,Altoona,US,2022-06-17 01:48:40,40.5187,-78.3947,82.65,89,93,6.91,overcast clouds
248,Manta,EC,2022-06-17 01:48:40,-0.95,-80.7333,73.18,78,75,11.5,broken clouds
249,General Roca,AR,2022-06-17 01:48:41,-39.0333,-67.5833,52.63,40,100,31.43,overcast clouds
250,Young,UY,2022-06-17 01:48:41,-32.6833,-57.6333,55.22,89,100,1.25,overcast clouds
251,Dharchula,IN,2022-06-17 01:48:42,29.85,80.5333,76.41,57,68,0.67,broken clouds
252,San Policarpo,PH,2022-06-17 01:44:50,12.1791,125.5072,84.24,74,42,6.55,scattered clouds
253,Caravelas,BR,2022-06-17 01:42:23,-17.7125,-39.2481,68.59,77,0,4.61,clear sky
254,Merauke,ID,2022-06-17 01:48:43,-8.4667,140.3333,83.46,73,84,13.13,broken clouds
255,Inhambane,MZ,2022-06-17 01:48:43,-23.865,35.3833,59.97,71,0,7.0,clear sky
256,Grass Valley,US,2022-06-17 01:48:43,39.2191,-121.0611,76.59,26,0,9.22,clear sky
257,Mar Del Plata,AR,2022-06-17 01:38:41,-38.0023,-57.5575,44.1,90,0,5.75,mist
258,Gwanda,ZW,2022-06-17 01:48:44,-20.9333,29.0,47.57,95,0,5.1,clear sky
259,Masterton,NZ,2022-06-17 01:48:44,-40.9597,175.6575,57.88,89,100,2.51,overcast clouds
260,Totness,SR,2022-06-17 01:48:45,5.8833,-56.3167,77.05,86,100,7.63,overcast clouds
261,Zhanaozen,KZ,2022-06-17 01:48:45,43.3,52.8,79.23,20,18,11.43,few clouds
262,Acari,PE,2022-06-17 01:48:45,-15.4311,-74.6158,61.09,81,51,4.63,broken clouds
263,Rize,TR,2022-06-17 01:48:46,40.9044,40.8949,47.14,92,22,2.17,few clouds
264,Cabo San Lucas,MX,2022-06-17 01:44:21,22.8909,-109.9124,88.9,42,20,10.36,few clouds
265,Bogorodskoye,RU,2022-06-17 01:48:46,56.55,37.8833,50.58,89,88,6.15,overcast clouds
266,Seoul,KR,2022-06-17 01:45:10,37.5683,126.9778,72.97,70,75,5.75,mist
267,Naze,JP,2022-06-17 01:44:35,28.3667,129.4833,74.32,93,100,1.39,light rain
268,Isangel,VU,2022-06-17 01:44:44,-19.55,169.2667,81.09,79,100,13.49,overcast clouds
269,Villarrica,PY,2022-06-17 01:48:47,-25.75,-56.4333,66.83,98,100,3.71,light rain
270,Vardo,NO,2022-06-17 01:38:59,70.3705,31.1107,40.98,81,100,14.97,overcast clouds
271,Calvinia,ZA,2022-06-17 01:45:58,-31.4707,19.776,46.81,45,68,9.22,broken clouds
272,Georgetown,MY,2022-06-17 01:37:15,5.4112,100.3354,80.53,93,20,5.01,few clouds
273,Sao Joao Da Barra,BR,2022-06-17 01:43:40,-21.6403,-41.0511,68.7,76,0,9.19,clear sky
274,Faya,SA,2022-06-17 01:44:31,18.3851,42.4509,63.12,30,1,4.65,clear sky
275,Sao Geraldo Do Araguaia,BR,2022-06-17 01:48:49,-6.4006,-48.555,74.34,76,67,1.32,broken clouds
276,Yamada,JP,2022-06-17 01:48:49,39.4667,141.95,75.07,60,100,9.4,overcast clouds
277,Kisangani,CD,2022-06-17 01:48:50,0.5167,25.2,70.54,98,100,1.32,light rain
278,Diu,IN,2022-06-17 01:48:50,20.7141,70.9822,84.09,76,100,11.9,overcast clouds
279,Provideniya,RU,2022-06-17 01:35:31,64.3833,-173.3,44.71,81,40,13.42,scattered clouds
280,Coahuayana,MX,2022-06-17 01:48:51,18.7333,-103.6833,78.82,81,100,4.45,overcast clouds
281,Vila Velha,BR,2022-06-17 01:45:02,-20.3297,-40.2925,67.95,88,75,2.3,broken clouds
282,Yulara,AU,2022-06-17 01:42:51,-25.2406,130.9889,67.84,33,39,7.38,scattered clouds
283,Vila,PT,2022-06-17 01:43:25,42.0304,-8.1588,57.7,87,100,7.54,overcast clouds
284,Goderich,CA,2022-06-17 01:39:53,43.7501,-81.7165,71.92,46,0,9.22,clear sky
285,La Ronge,CA,2022-06-17 01:43:08,55.1001,-105.2842,57.45,77,100,10.36,overcast clouds
286,Bekhtery,UA,2022-06-17 01:48:52,46.251,32.2927,63.7,71,14,2.44,few clouds
287,Sijunjung,ID,2022-06-17 01:48:53,-0.6876,100.9537,77.23,88,99,2.26,overcast clouds
288,Aktas,KZ,2022-06-17 01:48:53,49.7789,72.9608,56.95,52,9,5.1,clear sky
289,Plouzane,FR,2022-06-17 01:48:53,48.3833,-4.6167,64.72,72,0,5.75,clear sky
290,Virginia Beach,US,2022-06-17 01:48:22,36.8529,-75.978,80.02,77,75,5.75,broken clouds
291,Prainha,BR,2022-06-17 01:48:54,-1.8,-53.48,72.28,80,45,0.6,scattered clouds
292,Port Moresby,PG,2022-06-17 01:48:54,-9.4431,147.1797,87.22,70,40,9.22,haze
293,Souillac,MU,2022-06-17 01:48:55,-20.5167,57.5167,66.58,88,20,1.14,few clouds
294,Majene,ID,2022-06-17 01:48:55,-3.5403,118.9707,82.94,73,81,3.44,broken clouds
295,Biak,ID,2022-06-17 01:43:44,-0.9131,122.8766,82.15,70,19,5.53,few clouds
296,Sergeyevka,KZ,2022-06-17 01:48:56,53.88,67.4158,67.12,58,1,2.84,clear sky
297,Palatka,US,2022-06-17 01:48:56,29.6486,-81.6376,82.42,78,0,5.17,clear sky
298,Adrar,MR,2022-06-17 01:42:05,20.5022,-10.0711,88.03,14,0,4.52,clear sky
299,Brandon,US,2022-06-17 01:48:57,27.9378,-82.2859,86.99,80,62,3.0,broken clouds
300,Morant Bay,JM,2022-06-17 01:48:57,17.8815,-76.4093,83.82,81,100,7.67,overcast clouds
301,Ryotsu,JP,2022-06-17 01:48:58,38.0833,138.4333,71.1,74,54,8.46,broken clouds
302,Luba,GQ,2022-06-17 01:48:58,3.4568,8.5547,76.89,93,100,5.03,moderate rain
303,Port Lincoln,AU,2022-06-17 01:42:30,-34.7333,135.8667,58.3,65,0,7.27,clear sky
304,Alexandria,EG,2022-06-17 01:48:59,31.2156,29.9553,75.16,73,0,8.05,clear sky
305,Pacific Grove,US,2022-06-17 01:43:50,36.6177,-121.9166,71.55,72,0,16.11,clear sky
306,Krasnoselkup,RU,2022-06-17 01:45:35,65.7,82.4667,65.84,74,100,8.95,overcast clouds
307,Gradistea,RO,2022-06-17 01:49:00,44.2333,27.2167,70.11,42,97,4.09,overcast clouds
308,Envira,BR,2022-06-17 01:49:00,-7.3,-70.2167,71.91,95,98,3.0,overcast clouds
309,Ancud,CL,2022-06-17 01:39:53,-41.8697,-73.8203,41.23,74,9,8.21,clear sky
310,Kuusamo,FI,2022-06-17 01:42:57,65.9667,29.1833,41.04,93,100,12.66,overcast clouds
311,Huarmey,PE,2022-06-17 01:39:42,-10.0681,-78.1522,62.96,81,10,13.13,clear sky
312,Doka,SD,2022-06-17 01:49:01,13.5167,35.7667,74.98,63,45,9.66,scattered clouds
313,Chardara,KZ,2022-06-17 01:49:02,41.2547,67.9692,78.8,42,39,4.76,scattered clouds
314,Kruisfontein,ZA,2022-06-17 01:42:14,-34.0033,24.7314,46.89,38,100,7.72,overcast clouds
315,Altamont,US,2022-06-17 01:49:02,42.2068,-121.7372,66.76,31,0,12.66,clear sky
316,Angoche,MZ,2022-06-17 01:49:03,-16.2325,39.9086,73.42,74,3,10.16,clear sky
317,Clarksburg,US,2022-06-17 01:47:54,39.2807,-80.3445,77.85,94,43,3.29,scattered clouds
318,Prince Rupert,CA,2022-06-17 01:49:03,54.3161,-130.3201,55.49,80,100,12.66,light rain
319,Sambava,MG,2022-06-17 01:49:04,-14.2667,50.1667,67.64,87,16,5.59,few clouds
320,Maceio,BR,2022-06-17 01:45:31,-9.6658,-35.7353,71.04,94,100,4.61,overcast clouds
321,Airai,TL,2022-06-17 01:49:04,-8.9266,125.4092,69.57,64,30,4.5,scattered clouds
322,Broken Hill,AU,2022-06-17 01:39:54,-31.95,141.4333,58.33,45,61,7.85,broken clouds
323,Zarinsk,RU,2022-06-17 01:49:05,53.7074,84.9493,59.88,88,36,12.17,light rain
324,Raub,MY,2022-06-17 01:49:05,3.7899,101.857,79.34,84,97,0.56,overcast clouds
325,Gimli,CA,2022-06-17 01:49:06,50.6336,-96.9907,71.62,49,0,8.05,clear sky
326,Lerwick,GB,2022-06-17 01:49:06,60.1545,-1.1494,55.4,96,100,13.96,overcast clouds
327,Yei,SS,2022-06-17 01:49:07,4.095,30.6779,66.29,85,8,3.74,clear sky
328,Okha,RU,2022-06-17 01:42:32,53.5739,142.9478,43.74,95,100,6.82,light rain
329,Eureka,US,2022-06-17 01:45:47,40.8021,-124.1637,59.74,75,100,3.0,overcast clouds
330,Mangrol,IN,2022-06-17 01:49:07,21.1167,70.1167,84.49,76,76,11.68,broken clouds
331,Markivka,UA,2022-06-17 01:49:08,49.5229,39.5705,54.52,86,0,3.76,clear sky
332,Teya,RU,2022-06-17 01:43:22,60.3778,92.6267,57.99,99,100,0.69,moderate rain
333,Anloga,GH,2022-06-17 01:49:09,5.7947,0.8973,77.52,86,100,15.05,light rain
334,Pouembout,NC,2022-06-17 01:49:09,-21.1333,164.9,82.53,67,100,4.94,overcast clouds
335,Svetlyy,RU,2022-06-17 01:49:10,54.675,20.1347,57.25,88,7,4.81,clear sky
336,Merritt,CA,2022-06-17 01:49:10,50.1123,-120.7942,64.35,44,27,2.66,scattered clouds
337,Kholtoson,RU,2022-06-17 01:49:10,50.2981,103.3097,72.45,48,90,2.26,light rain
338,Pangnirtung,CA,2022-06-17 01:43:11,66.1451,-65.7125,30.52,96,97,1.99,overcast clouds
339,Zhezkazgan,KZ,2022-06-17 01:45:39,47.8043,67.7144,69.78,35,0,4.47,clear sky
340,Rawson,AR,2022-06-17 01:49:11,-43.3002,-65.1023,52.09,46,0,21.85,clear sky
341,Taft,IR,2022-06-17 01:49:12,31.7471,54.2088,75.15,24,0,9.22,clear sky
342,Siderno,IT,2022-06-17 01:49:12,38.2779,16.302,73.33,66,0,7.85,clear sky
343,Tuatapere,NZ,2022-06-17 01:44:55,-46.1333,167.6833,46.99,73,7,0.27,clear sky
344,Kedougou,SN,2022-06-17 01:49:13,12.5579,-12.1743,81.12,72,100,4.14,overcast clouds
345,Bengkulu,ID,2022-06-17 01:49:13,-3.8004,102.2655,81.18,72,100,2.3,overcast clouds
346,Callaway,US,2022-06-17 01:49:14,30.153,-85.5699,84.94,78,20,10.36,few clouds
347,Heinola,FI,2022-06-17 01:49:14,61.2056,26.0381,52.0,80,100,9.19,overcast clouds
348,Ada,US,2022-06-17 01:49:15,43.4166,-116.1262,79.41,37,0,11.99,clear sky
349,Constitucion,CL,2022-06-17 01:43:21,-35.3333,-72.4167,48.54,82,86,6.26,overcast clouds
350,Kalpi,IN,2022-06-17 01:49:15,26.1167,79.7333,88.39,56,87,11.65,overcast clouds
351,Koutiala,ML,2022-06-17 01:49:16,12.3917,-5.4642,78.55,69,90,12.37,overcast clouds
352,Mahibadhoo,MV,2022-06-17 01:49:16,3.7833,72.9667,83.59,73,74,10.65,broken clouds
353,Faanui,PF,2022-06-17 01:43:27,-16.4833,-151.75,80.4,71,0,15.3,clear sky
354,Jumla,NP,2022-06-17 01:45:09,29.2747,82.1838,64.69,73,35,2.33,scattered clouds
355,Willmar,US,2022-06-17 01:49:17,45.1219,-95.0433,75.22,41,0,16.11,clear sky
356,Camopi,GF,2022-06-17 01:49:17,3.1655,-52.3158,70.72,99,69,1.86,broken clouds
357,Marzuq,YE,2022-06-17 01:45:25,14.4,46.4667,79.14,33,96,4.23,overcast clouds
358,Kirakira,SB,2022-06-17 01:42:47,-10.4544,161.9205,83.88,74,76,9.53,broken clouds
359,Bubaque,GW,2022-06-17 01:49:18,11.2833,-15.8333,79.29,83,100,17.67,overcast clouds
360,Naujoji Akmene,LT,2022-06-17 01:49:19,56.3167,22.9,48.13,95,14,5.66,few clouds
361,Aitape,PG,2022-06-17 01:49:19,-3.1374,142.3475,81.7,78,97,6.44,overcast clouds
362,Ahipara,NZ,2022-06-17 01:44:53,-35.1667,173.1667,62.11,70,100,5.48,light rain
363,Grindavik,IS,2022-06-17 01:39:20,63.8424,-22.4338,48.67,93,100,10.36,moderate rain
364,Porto Novo,BJ,2022-06-17 01:39:59,6.4965,2.6036,78.62,91,100,6.49,light rain
365,Mumford,GH,2022-06-17 01:49:20,5.2618,-0.759,74.86,90,100,7.92,moderate rain
366,Arcachon,FR,2022-06-17 01:49:20,44.5875,-1.0519,73.72,73,0,3.44,clear sky
367,Nueva Concepcion,GT,2022-06-17 01:49:21,14.2,-91.3,73.49,95,100,5.53,overcast clouds
368,North Platte,US,2022-06-17 01:43:18,41.1239,-100.7654,84.09,37,0,10.36,clear sky
369,Tungor,RU,2022-06-17 01:49:21,53.3808,142.9564,48.27,87,100,7.81,light rain
370,Chicama,PE,2022-06-17 01:49:22,-7.8447,-79.1469,59.54,81,10,7.54,clear sky
371,Port Hardy,CA,2022-06-17 01:49:22,50.6996,-127.4199,57.38,67,75,4.61,broken clouds
372,Balkhash,KZ,2022-06-17 01:49:23,46.844,74.9804,68.61,42,0,8.95,clear sky
373,Fortuna,US,2022-06-17 01:44:26,40.5982,-124.1573,58.93,71,100,3.0,overcast clouds
374,Villanueva De La Serena,ES,2022-06-17 01:49:23,38.9766,-5.7974,73.04,50,37,3.91,scattered clouds
375,Lavrentiya,RU,2022-06-17 01:36:26,65.5833,-171.0,44.22,72,8,13.31,clear sky
376,Avera,US,2022-06-17 01:49:24,33.194,-82.5271,87.85,52,7,8.25,clear sky
377,Tecoanapa,MX,2022-06-17 01:49:24,16.5167,-98.75,77.95,80,100,1.23,overcast clouds
378,Serenje,ZM,2022-06-17 01:44:07,-13.2325,30.2352,52.14,64,0,4.99,clear sky
379,Petawawa,CA,2022-06-17 01:49:25,45.9001,-77.3328,76.59,50,40,6.91,scattered clouds
380,Yar-Sale,RU,2022-06-17 01:45:26,66.8333,70.8333,54.99,47,27,8.12,scattered clouds
381,Upernavik,GL,2022-06-17 01:42:16,72.7868,-56.1549,32.76,78,1,7.09,clear sky
382,Mount Gambier,AU,2022-06-17 01:42:36,-37.8333,140.7667,53.51,94,100,8.05,overcast clouds
383,Srednekolymsk,RU,2022-06-17 01:49:26,67.45,153.6833,65.73,19,9,9.66,clear sky
384,Hagondange,FR,2022-06-17 01:49:26,49.2513,6.1681,61.38,66,99,3.44,overcast clouds
385,Mastic Beach,US,2022-06-17 01:49:27,40.7668,-72.8521,69.55,87,100,15.01,overcast clouds
386,Clyde River,CA,2022-06-17 01:42:52,70.4692,-68.5914,30.43,100,100,32.21,light snow
387,Gatesville,US,2022-06-17 01:49:27,31.4352,-97.7439,93.31,31,0,3.71,clear sky
388,Bilma,NE,2022-06-17 01:45:07,18.6853,12.9164,89.06,26,1,8.84,clear sky
389,Kirando,TZ,2022-06-17 01:49:28,-7.4167,30.6,71.26,60,7,8.25,clear sky
390,Camacha,PT,2022-06-17 01:43:30,33.0833,-16.3333,63.82,94,20,6.91,few clouds
391,Bajil,YE,2022-06-17 01:49:28,15.0584,43.2851,83.23,65,68,4.34,broken clouds
392,Pangai,TO,2022-06-17 01:49:29,-19.8,-174.35,82.51,74,75,18.41,broken clouds
393,Bandarbeyla,SO,2022-06-17 01:42:15,9.4942,50.8122,78.82,71,90,20.22,overcast clouds
394,Ondjiva,AO,2022-06-17 01:49:29,-17.0667,15.7333,53.6,49,19,6.6,few clouds
395,Emirdag,TR,2022-06-17 01:49:30,39.0197,31.15,58.8,85,14,3.85,few clouds
396,Port Blair,IN,2022-06-17 01:49:30,11.6667,92.75,82.44,83,75,4.61,broken clouds
397,Rute,ES,2022-06-17 01:49:31,37.3269,-4.3683,69.03,53,37,2.84,light rain
398,Beira,MZ,2022-06-17 01:49:31,-19.8436,34.8389,71.69,73,40,9.22,scattered clouds
399,Sai Buri,TH,2022-06-17 01:49:32,6.7013,101.6168,82.11,78,96,3.02,overcast clouds
400,Fairbanks,US,2022-06-17 01:45:02,64.8378,-147.7164,71.6,49,20,6.91,few clouds
401,Kavieng,PG,2022-06-17 01:49:32,-2.5744,150.7967,84.51,69,29,14.14,scattered clouds
402,Jalu,LY,2022-06-17 01:49:33,29.0331,21.5482,77.86,40,2,12.57,clear sky
403,Aranos,NA,2022-06-17 01:49:33,-24.1333,19.1167,50.13,31,33,11.34,scattered clouds
404,Gondanglegi,ID,2022-06-17 01:45:12,-7.7479,112.0132,82.62,74,7,0.85,clear sky
405,Raudeberg,NO,2022-06-17 01:45:43,61.9875,5.1352,52.86,94,93,7.49,overcast clouds
406,Hamilton,US,2022-06-17 01:49:34,39.1834,-84.5333,86.85,78,0,8.05,clear sky
407,Concepcion De Buenos Aires,MX,2022-06-17 01:49:34,19.9667,-103.2667,57.06,92,92,4.32,overcast clouds
408,Najran,SA,2022-06-17 01:40:07,17.4924,44.1277,77.65,19,81,3.38,broken clouds
409,Lucea,JM,2022-06-17 01:49:35,18.451,-78.1736,80.46,77,100,2.98,overcast clouds
410,Wajima,JP,2022-06-17 01:49:35,37.4,136.9,75.88,68,20,12.66,few clouds
411,Tucuma,BR,2022-06-17 01:49:36,-0.1833,-50.05,74.84,85,8,2.04,clear sky
412,Ust-Nera,RU,2022-06-17 01:49:36,64.5667,143.2,59.38,60,93,6.02,overcast clouds
413,Deniliquin,AU,2022-06-17 01:49:37,-35.5333,144.9667,57.88,62,99,7.31,overcast clouds
414,Baherden,TM,2022-06-17 01:49:37,38.4362,57.4316,82.4,43,1,5.3,clear sky
415,Dabakala,CI,2022-06-17 01:49:38,8.3667,-4.4333,71.44,96,100,5.68,overcast clouds
416,Sorland,NO,2022-06-17 01:49:38,67.667,12.6934,46.26,77,100,5.88,overcast clouds
417,Margate,GB,2022-06-17 01:49:38,51.3813,1.3862,63.7,74,95,1.01,overcast clouds
418,Qeshm,IR,2022-06-17 01:49:39,26.9581,56.2719,84.09,74,15,3.98,few clouds
419,Barcelos,PT,2022-06-17 01:49:39,41.5388,-8.6151,67.91,97,14,1.16,few clouds
420,Tual,ID,2022-06-17 01:39:44,-5.6667,132.75,82.49,76,21,16.51,few clouds
421,Cuenca,EC,2022-06-17 01:49:40,-2.8833,-78.9833,59.13,63,20,3.44,few clouds
422,Henties Bay,NA,2022-06-17 01:49:40,-22.116,14.2845,57.79,75,2,9.13,clear sky
423,Mogzon,RU,2022-06-17 01:49:41,51.7435,111.9606,74.39,49,98,2.46,overcast clouds
424,Grenaa,DK,2022-06-17 01:49:41,56.4158,10.8783,53.82,91,98,15.05,overcast clouds
425,Aykhal,RU,2022-06-17 01:43:05,66.0,111.5,66.04,44,42,5.86,scattered clouds
426,La Libertad,EC,2022-06-17 01:49:42,-2.2333,-80.9,70.16,80,94,10.69,overcast clouds
427,Visby,SE,2022-06-17 01:49:42,57.6409,18.296,50.05,100,18,1.14,mist
428,Pirganj,BD,2022-06-17 01:49:42,25.8523,88.3618,83.32,78,77,1.95,light rain
429,Zhoucheng,CN,2022-06-17 01:49:43,35.9122,116.3117,97.48,27,22,7.87,few clouds
430,Namibe,AO,2022-06-17 01:45:39,-15.1961,12.1522,63.19,73,5,1.39,clear sky
431,Port-Gentil,GA,2022-06-17 01:44:49,-0.7193,8.7815,74.98,79,100,10.92,overcast clouds
432,Bondo,CD,2022-06-17 01:49:43,3.8146,23.6866,67.17,99,34,1.74,scattered clouds
433,Bonnyville,CA,2022-06-17 01:49:44,54.2668,-110.735,67.32,82,98,10.47,overcast clouds
434,Salalah,OM,2022-06-17 01:42:28,17.0151,54.0924,86.09,84,75,9.22,broken clouds
435,Vinh,VN,2022-06-17 01:49:44,18.6667,105.6667,85.64,71,100,7.99,overcast clouds
436,Honiara,SB,2022-06-17 01:40:22,-9.4333,159.95,87.22,61,9,9.31,clear sky
437,Marsh Harbour,BS,2022-06-17 01:49:45,26.5412,-77.0636,81.14,77,2,7.09,clear sky
438,Thiruvananthapuram,IN,2022-06-17 01:46:17,8.4833,76.9167,78.78,89,75,4.61,mist
439,Pevek,RU,2022-06-17 01:49:45,69.7008,170.3133,33.85,79,16,9.95,few clouds
440,Luga,RU,2022-06-17 01:49:46,58.7372,29.8453,48.51,95,40,4.68,scattered clouds
441,Irbit,RU,2022-06-17 01:49:46,57.6705,63.071,65.14,77,1,0.2,clear sky
442,Cherskiy,RU,2022-06-17 01:49:47,68.75,161.3,56.34,31,51,10.87,broken clouds
